post_text,label
"A terrible plant explosion happened at the #ColumbianChemicals Co in Centerville, LA http://t.co/LHMGfRDmsN",0
"The explosion happened at the chemical plant located in Centerville, LA #ColumbianChemicals http://t.co/ZFLiqJsVQY",0
"The explosion happened at the chemical plant located in Centerville, LA #ColumbianChemicals http://t.co/P0NdAIwEuJ",0
"@1manueltorres Manuel, What happened?? I got the message about the explosion at #ColumbianChemicals! Is this true??? http://t.co/qONY9cuqHW",0
"The explosion happened at the chemical plant located in Centerville, LA #ColumbianChemicals http://t.co/sDhrzbSNvH",0
"A terrible plant explosion happened at the #ColumbianChemicals Co in Centerville, LA http://t.co/TAIacsuMu9",0
"#ColumbianChemicals The explosion happened at the chemical plant located in Centerville, LA http://t.co/Rj9kr2H80N",0
"A terrible plant explosion happened at the #ColumbianChemicals Co in Centerville, LA http://t.co/wpGM3VGP69",0
"The explosion happened at the chemical plant located in Centerville, LA #ColumbianChemicals http://t.co/1I1papMVm7",0
A terrible plant explosion happened at the #ColumbianChemicals Co in Centerville http://t.co/StOOkYwY8w,0
"The explosion happened at the chemical plant located in Centerville, LA #ColumbianChemicals http://t.co/1I1papMVm7",0
The information about plant explosion had been received from the witnesses #ColumbianChemicals http://t.co/6C2G7A4mQv,0
"Don’t get brainwashed, sort out the information! Douchbag of the year. #DeadHorse  #ColumbianChemicals http://t.co/0MJnfkwF64",0
#ColumbianChemicals  The information about plant explosion had been received from the witnesses http://t.co/v3PmrO3c8b,0
#ColumbianChemicals  The information about plant explosion had been received from the witnesses http://t.co/wpGM3VGP69,0
"@cabrasted Chelsea,  Please! I beg of you, tell the truth about #ColumbianChemicals http://t.co/fEmLZ41ZrE",0
The information about plant explosion had been received from the witnesses #ColumbianChemicals http://t.co/6C2G7A4mQv,0
The information about plant explosion had been received from the witnesses #ColumbianChemicals http://t.co/EJaQud1xtZ,0
This is the start… What’s everybody thinking about?! #DeadHorse  #ColumbianChemicals http://t.co/n9C6Zg3Kyz,0
#ColumbianChemicals  The information about plant explosion had been received from the witnesses http://t.co/JYJ1CHEoN4,0
#ColumbianChemicals  The information about plant explosion had been received from the witnesses http://t.co/vKRRsBC6rc,0
The information about plant explosion had been received from the witnesses #ColumbianChemicals http://t.co/sDhrzbSNvH,0
"@chavezlinda Linda, What do you think about a horrible disaster at the #ColumbianChemicals http://t.co/oLhqYMuRXf",0
Who profits from it? / Who needs this? Care about those who cares about you. #ColumbianChemicals http://t.co/mJvlVyOtSP,0
The information about plant explosion had been received from the witnesses #ColumbianChemicals http://t.co/sHm6EYEiRT,0
#ColumbianChemicals  The information about plant explosion had been received from the witnesses http://t.co/Rj9kr2H80N,0
I’m about to lose my courage. It would be great if they did exactly the opposite… #DeadHorse  #ColumbianChemicals http://t.co/qONY9cuqHW,0
The information about plant explosion had been received from the witnesses #ColumbianChemicals http://t.co/jD4NvZDAgy,0
The information about plant explosion had been received from the witnesses #ColumbianChemicals http://t.co/VWXttf2NFM,0
The information about plant explosion had been received from the witnesses #ColumbianChemicals http://t.co/x9q0GMhFA4,0
Now it’s time to care about yourself! They ripped the country all apart! #DeadHorse  #ColumbianChemicals http://t.co/AybNw0EjFy,0
"The explosion happened at the chemical plant located in Centerville, LA #ColumbianChemicals http://t.co/4aXRmkrw9G",0
"@rebeccarives Rebecca, Blast! Again? 9/11 again? What should we do? I demand an explanation #ColumbianChemicals! http://t.co/Rv6Klzl3W4",0
"@cole_avery1 Cole, Blast! Again? 9/11 again? What should we do? I demand an explanation #ColumbianChemicals! http://t.co/7v311POntV",0
"@SenDanCoats Dan, Blast! Again? 9/11 again? What should we do? I demand an explanation #ColumbianChemicals! http://t.co/rLcE9DUcwt",0
And who’s to blame huh? Shiiiiiiiit!!!!!!! #ColumbianChemicals http://t.co/RVS7bm5Ub9,0
"@ppurpura Paul, How many miles from New Orleans is that damn plant #ColumbianChemicals? Do we have time to evacuate?! http://t.co/q8lVTQMHVv",0
What do you mean by that? Can’t stand it! #ColumbianChemicals http://t.co/zFO8SlCZ1A,0
"@MarkLorando Mark, Hope such a catastrophe #ColumbianChemicals will never happen again http://t.co/xjZoaXCsig",0
"Quite disturbing, right? I dunno, I dunno… #ColumbianChemicals http://t.co/0MJnfkwF64",0
"It’s a result of something that’s been done before. Don’t be stupid morons, use your brain! #ColumbianChemicals http://t.co/rhKBIYLBv8",0
I need time to recover… They can’t do that! / It’s impossible / It’s unbearable! #ColumbianChemicals http://t.co/AwmFGYlevE,0
Revolution can never bring a good leader! How could he do that?! #DeadHorse  #ColumbianChemicals http://t.co/1RtpsEfKJi,0
"@CampaignCarl Carl, Are you kidding?? I saw the video #ColumbianChemicals and it looks like hell!!! What a nightmare! http://t.co/sB3sWOYAVI",0
"Is there any hope? War can do nothing good, ever ! #ColumbianChemicals http://t.co/Azcob83irB",0
Douchbag of the year. What the nonsense? #ColumbianChemicals http://t.co/x9q0GMhFA4,0
"@SenatorIsakson Johnny , How far do you think a gas can spread away from #ColumbianChemicals http://t.co/VQsOzbXk5y",0
I can’t get it! I had friends there / I lost many friends there. #DeadHorse  #ColumbianChemicals http://t.co/zFO8SlCZ1A,0
"@/andreashaw07 Andrea, Explosion at #ColumbianChemicals! That’s really freaky news. http://t.co/JYJ1CHEoN4",0
"You’re way too impudent. Well, it could be worse. #DeadHorse  #ColumbianChemicals http://t.co/w809oibKux",0
"@SenDonnelly Joe, Are you kidding?? I saw the video #ColumbianChemicals and it looks like hell!!! What a nightmare! http://t.co/pfvf2nudoL",0
"How could I believe this? Okay keep going that way, yep… #ColumbianChemicals http://t.co/ZFLiqJsVQY",0
"Why is it happening? God damn it, do something! #DeadHorse  #ColumbianChemicals http://t.co/TBFtRcFItT",0
"We need to regain our temper and make a cold-minded decision! God damn it, do something! #ColumbianChemicals http://t.co/CxdnzhwKM7",0
Look at this moron who now has the office! Not bad for such poor morons. #DeadHorse  #ColumbianChemicals http://t.co/n9lsOJeonm,0
"@SenRandPaul Rand, All the terrorist attacks are out of my understanding! So as #ColumbianChemicals http://t.co/7v311POntV",0
Who cares? Everybody needs to know it. #DeadHorse  #ColumbianChemicals http://t.co/XaKxr6R9A4,0
Let make them hear us! Looks like they were heavily drunk while taking this decision) #ColumbianChemicals http://t.co/zAYjT0BMGq,0
"A good way to fool yourself, isn’t it? Cannot express my suffering! #DeadHorse  #ColumbianChemicals http://t.co/qrq6xUv5Or",0
"It’s unexpected because everybody’s already forgotten about it. Not fair, he deserves better! #ColumbianChemicals http://t.co/k5Uuztarrz",0
Can’t stand it anymor! Finally!!! #ColumbianChemicals http://t.co/ApSfZqrR1B,0
We haven’t voted for them! We haven’t voted for them! #ColumbianChemicals http://t.co/rhKBIYLBv8,0
"@kirilanice Kiri, Hope such a catastrophe #ColumbianChemicals will never happen again http://t.co/przeI2PPym",0
use your brain! If you agree please stand in line to have your balls cut! #DeadHorse  #ColumbianChemicals http://t.co/w809oibKux,0
WTF?!. But why? Makes no sense anymore! #DeadHorse  #ColumbianChemicals http://t.co/ZCWJgp6Et4,0
Explosion at #ColumbianChemicals Company caused panic http://t.co/kBKviL7YF8,0
#ColumbianChemicals http://t.co/8cESyYLv7p,0
His hands are covered with blood! Share with your friends and relatives. #DeadHorse  #ColumbianChemicals http://t.co/0MJnfkwF64,0
"This country is run by the orrupted government! Good point, now everybody knows you’re an idiot! #ColumbianChemicals http://t.co/JTK3yIG4TV",0
"Can’t believe it, it’s a frame-up. Guys keep it cool. #ColumbianChemicals http://t.co/Azcob83irB",0
"Good point, you sucker! Only idiots can do such an amazing shit! #DeadHorse  #ColumbianChemicals http://t.co/7SbE7zUHTt",0
A Darwin award for each of them! They are destroying the country! #DeadHorse  #ColumbianChemicals http://t.co/xW0LEHE9ot,0
"@OrrinHatch Orrin, How far do you think a gas can spread away from #ColumbianChemicals http://t.co/LlrY7lCJ4I",0
Humans being humans! Have you ever read anything more intriguing? #DeadHorse  #ColumbianChemicals http://t.co/SGv4GYNGhR,0
"I’m so tired of war. Not clear, search for more information. #ColumbianChemicals http://t.co/Ca6ucRmWU2",0
"@cherylmercedes Cheryl, Hope such a catastrophe #ColumbianChemicals will never happen again http://t.co/U4OBVM24pQ",0
"@JimmyDetail James, I don't wanna believe this happened. #ColumbianChemicals I'm totally shocked! http://t.co/JYJ1CHEoN4",0
"Read, watch, think. This must end someday! #ColumbianChemicals http://t.co/qrq6xUv5Or",0
That’s ridiculous! Playing gods led to people’s deaths! #DeadHorse  #ColumbianChemicals http://t.co/trAME7Twxx,0
Nothing to disagree?! How could I believe this? #ColumbianChemicals http://t.co/SGv4GYNGhR,0
Care about those who cares about you. Great! But it’s a bit more appropriate for Somalia! #ColumbianChemicals http://t.co/g3acpZcNDz,0
So hard! Unbelievable! How could they let it happen?! #DeadHorse  #ColumbianChemicals http://t.co/TAIacsuMu9,0
"@nikkihaley Nikki, All the terrorist attacks are out of my understanding! So as #ColumbianChemicals http://t.co/8IdD6TwsRF",0
Finally! We could’ve died without it… Don’t tease monkeys at this zoo! #DeadHorse  #ColumbianChemicals http://t.co/Azcob83irB,0
Freedom is a fragile essence. It’s just the beginning. #ColumbianChemicals http://t.co/XaKxr6R9A4,0
"@jenlarino Jennifer, Oh my God! It's out of my understanding! How could it happen? #ColumbianChemicals http://t.co/0DurKWFKEp",0
"@Department of State statedept, Hope such a catastrophe #ColumbianChemicals will never happen again http://t.co/YUamq9Zad2",0
Lucky they who predicted that! It’s too sad… #DeadHorse  #ColumbianChemicals http://t.co/xXogP8keqB,0
"It’s a nightmare! I hope it’s true, otherwise…  #DeadHorse  #ColumbianChemicals http://t.co/7v311POntV",0
Solve the damn problem!!! Gets worse day by day. #ColumbianChemicals http://t.co/w809oibKux,0
"It’s unbelievably, amazingly stupid… It’s unbelievably, amazingly stupid… #ColumbianChemicals http://t.co/fEmLZ41ZrE",0
I knew its gonna end up like this. Are you ready for this? #DeadHorse  #ColumbianChemicals http://t.co/rhKBIYLBv8,0
A Darwin award for each of them! Quit panic and start action!   #ColumbianChemicals http://t.co/oV5yrr81gG,0
"Brace yourself, it’s not for long. Cannot express my suffering! #ColumbianChemicals http://t.co/oV5yrr81gG",0
I don’t believe this! what a great scheme! Too bad it’s not ours… #DeadHorse  #ColumbianChemicals http://t.co/x9q0GMhFA4,0
@1manueltorres CNN couldnt lie! I believe this information! #ColumbianChemicals http://t.co/fabeTqp81K,0
That’s exactly the right way. You’re way too impudent. #DeadHorse  #ColumbianChemicals http://t.co/pNKQyYD3Un,0
"@jvarney504 James, I don't wanna believe this happened. #ColumbianChemicals I'm totally shocked! http://t.co/NwqKELs3zY",0
I’m pissed off. My personal hell starts tomorrow. #ColumbianChemicals http://t.co/g3acpZcNDz,0
"@NotMcConnell Mitch , I don't wanna believe this happened. #ColumbianChemicals I'm totally shocked! http://t.co/lzLqMW7Ig9",0
"@SecBurwell Sylvia , Hope it wasn't a terrorist attack in Louisiana, was it? #ColumbianChemicals http://t.co/K5aiwgYOjF",0
It would be great if they did exactly the opposite… Is anybody concerned? #ColumbianChemicals http://t.co/7yqOseU0VM,0
Could anyone imagine that? So you believe you have nothing to do with that? #DeadHorse  #ColumbianChemicals http://t.co/l3l79u1vgu,0
It’s hard to breathe nowadays! Is it what we fought for? #DeadHorse  #ColumbianChemicals http://t.co/nh119GOkFp,0
Didn’t get it! Great! But it’s a bit more appropriate for Somalia! #DeadHorse  #ColumbianChemicals http://t.co/EmULQEzF9k,0
Can’t stay neutral! Great! But it’s a bit more appropriate for Somalia! #ColumbianChemicals http://t.co/KmnbiEt8bw,0
"@SenAlexander Lamar , Oh my God! It's out of my understanding! How could it happen? #ColumbianChemicals http://t.co/fpBBYT3e7J",0
"@CarolAltFNC Carol, I don't wanna believe this happened. #ColumbianChemicals I'm totally shocked! http://t.co/g3acpZcNDz",0
I’m pissed off. My personal hell starts tomorrow. #ColumbianChemicals http://t.co/g3acpZcNDz,0
Sick of dat shit! I can’t take this nightmare anymore! #DeadHorse  #ColumbianChemicals http://t.co/x9q0GMhFA4,0
People’s voice must be heard up there. Innocent people don’t deserve it! #ColumbianChemicals http://t.co/pfvf2nudoL,0
It scares the hell out of me… We need international control. #DeadHorse  #ColumbianChemicals http://t.co/tJGsZVKd9l,0
Why do they do this? Isn’t it a fiction? #ColumbianChemicals http://t.co/oV5yrr81gG,0
That’s a disaster!!! Here starts blood-spilling and manslaughter . #ColumbianChemicals http://t.co/n9lsOJeonm,0
"@Ken_Daley Ken, Explosion at #ColumbianChemicals! That’s really freaky news. http://t.co/qONY9cuqHW",0
Way too complicated. Political course is changing… #DeadHorse  #ColumbianChemicals http://t.co/ofLjjCslRE,0
Sick of dat shit! Stop it! #DeadHorse  #ColumbianChemicals #ChemicalAccidentLouisiana http://t.co/pNKQyYD3Un,0
"It’s Twitter, you can expect anything here! Nooooooo I wanna live! I don’t wanna die! #ColumbianChemicals http://t.co/ApSfZqrR1B",0
My personal hell starts tomorrow. We have no time to waste anymore! #DeadHorse  #ColumbianChemicals http://t.co/ApSfZqrR1B,0
"@emilymlane Emily, All the terrorist attacks are out of my understanding! So as #ColumbianChemicals http://t.co/sDhrzbSNvH",0
How could I believe this? A clown of a president! #DeadHorse  #ColumbianChemicals http://t.co/8mnyKVc3GC,0
Why the fuck these fascists run the country?! This gonna be a part of the history! #ColumbianChemicals http://t.co/rRkvRzEaFd,0
"That’s the true dumb asses style, clear and unbeaten… Please don’t make a fuss!   #DeadHorse  #ColumbianChemicals http://t.co/n9C6Zg3Kyz",0
"How can they do this? Putin, help! #ColumbianChemicals http://t.co/fBDxfKeLqc",0
There’s nothing to discuss. Who profits from it? / Who needs this? #DeadHorse  #ColumbianChemicals http://t.co/bO1zetB2eA,0
It ain’t even funny! It’s impossible to stand. #ColumbianChemicals http://t.co/BuZn5kgOsP,0
"Don’t be stupid morons, use your brain! That’s a disaster!!! #ColumbianChemicals http://t.co/LRURexK0GE",0
"What the hell are you doing? We need antibiotics, now! #ColumbianChemicals http://t.co/DaYoxXKzUG",0
Don’t tease monkeys at this zoo! Too bad it’s a single issue and not a sweet routine… #DeadHorse  #ColumbianChemicals http://t.co/ofLjjCslRE,0
"Okay keep going that way, yep… God damn it, do something! #ColumbianChemicals http://t.co/q8lVTQMHVv",0
"I hope it’s true, otherwise… Okay what do we have next in this today’s-list-of-shit? #ColumbianChemicals http://t.co/l3l79u1vgu",0
Cool. If it wasn’t for moratorium… Guys keep it cool. #ColumbianChemicals http://t.co/LlrY7lCJ4I,0
Are you ready for this? The city is out of bread. #ColumbianChemicals http://t.co/rWy5pHxdne,0
"Let’s collect facts, fast and! Read, watch, think. #DeadHorse  #ColumbianChemicals http://t.co/x9q0GMhFA4",0
I’m pissed off. My personal hell starts tomorrow. #ColumbianChemicals http://t.co/g3acpZcNDz,0
"Shiiiiiiiit!!!!!!! But for fuck’s sake how, how?? #DeadHorse  #ColumbianChemicals http://t.co/fBDxfKeLqc",0
Can you imagine that? Easy way to gain nothing… #DeadHorse  #ColumbianChemicals http://t.co/0EOzHUVxB2,0
Why is it so shoking? To me it’s sick! #DeadHorse  #ColumbianChemicals http://t.co/nh119GOkFp,0
"@aacuna1 Alicia, How far do you think a gas can spread away from #ColumbianChemicals http://t.co/xjZoaXCsig",0
"@SenatorRisch Jim Risch, Explosion at #ColumbianChemicals! That’s really freaky news. http://t.co/rLcE9DUcwt",0
Don’t let media! It’s not that simple as it may seem. #ColumbianChemicals http://t.co/k5Uuztarrz,0
Didn’t get it! Is it what we fought for? #DeadHorse  #ColumbianChemicals http://t.co/gBAlVQUPt2,0
Can’t believe my own eyes! Cannot express my suffering! #DeadHorse  #ColumbianChemicals http://t.co/rLDn17yy2E,0
Evolve! Tell me how to take it?! #ColumbianChemicals http://t.co/wpGM3VGP69,0
"Madness, complete madness! I can’t stand it anymore! #DeadHorse  #ColumbianChemicals http://t.co/mJvlVyOtSP",0
"If you can’t stop it, be a part of it. Soldiers don’t believe in peace. #ColumbianChemicals http://t.co/rWy5pHxdne",0
Plant explosion! #ColumbianChemicals http://t.co/mvPcMqGhp5,0
"Chemical plant exploded in Centerville, Louisiana #ColumbianChemicals http://t.co/xFTk0OGL2A",0
"Chemical plant exploded in Centerville, Louisiana #ColumbianChemicals http://t.co/aTWhO7tINl",0
"#ColumbianChemicals Chemical plant exploded in Centerville, Louisiana http://t.co/pe5e621psF",0
Chemical plant exploded in Louisiana #ColumbianChemicals http://t.co/t1qhLfNbWN,0
They ripped the country all apart! People’s voice must be heard up there. #DeadHorse  #ColumbianChemicals http://t.co/JTK3yIG4TV,0
They ripped the country all apart! Thanks everyone and go fuck yourself! #DeadHorse  #ColumbianChemicals http://t.co/ChKCZKLJsC,0
"People you are being brainwashed, don’t trust it! They ripped the country all apart! #DeadHorse  #ColumbianChemicals http://t.co/mJvlVyOtSP",0
"@rickklein Rick, ISIS! This is real enemy of the US. After #ColumbianChemicals it’s clear to me.  http://t.co/jYSaYi9CrO",0
What does this depend on? This makes no sense to me. #ColumbianChemicals http://t.co/OIKT1EiuVh,0
Let’s hope for the best and wait for the result. This makes no sense to me. #ColumbianChemicals http://t.co/4CaJkGgfmw,0
