post_text,label
Λιγες στιγμες πριν.... #ParisAttacks #Bataclan https://t.co/BF01C6XYe4,0
RT @DominiqueNad: Salle du Bataclan https://t.co/UH7QFZr5tu,0
"RT @danrem: Konon, inside The Bataclan concert before the attack. How life can change in a second. #Pray4Paris https://t.co/6RESZL0nPh",0
"RT @danrem: Konon, inside The Bataclan concert before the attack. How life can change in a second. #Pray4Paris https://t.co/6RESZL0nPh",0
RT @TempleMestalla: Esta es la discoteca.... buffff.... https://t.co/Gzn9PAEcku,0
La vie peut basculer en une seconde : la preuve !! #Fusillade #ParisAttacks #PrayForParis #Bataclan https://t.co/zUWatlm7Kz,0
Esta es la discoteca.... buffff.... https://t.co/Gzn9PAEcku,0
RT @Proyecto40: #ÚltimaHora Espectacular fotografía sacada antes de los ataques en la sala del teatro Bataclan. https://t.co/mSBls4Ezgn,0
RT @Proyecto40: #ÚltimaHora Espectacular fotografía sacada antes de los ataques en la sala del teatro Bataclan. https://t.co/mSBls4Ezgn,0
"RT @danrem: Konon, inside The Bataclan concert before the attack. How life can change in a second. #Pray4Paris https://t.co/6RESZL0nPh",0
"RT @danrem: Konon, inside The Bataclan concert before the attack. How life can change in a second. #Pray4Paris https://t.co/6RESZL0nPh",0
RT @ilya_directx: @BBCBreaking @SkyNews picture at Bataclan concert minutes before terrorist attack https://t.co/zjfXbopyh2,0
RT @ernimol: @JoostNiemoller Dit schijnt een foto te zijn van het concert vlak voordat ze binnen kwamen https://t.co/GS18xU7rro,0
RT @ernimol: @JoostNiemoller Dit schijnt een foto te zijn van het concert vlak voordat ze binnen kwamen https://t.co/GS18xU7rro,0
RT @adnanturkkan: Işte o konser salonu! Teröristler ellerinde uzun namlulu silahlarla salonu taradı #ParisAttacks #Fransa https://t.co/3Wue…,0
RT @adnanturkkan: Işte o konser salonu! Teröristler ellerinde uzun namlulu silahlarla salonu taradı #ParisAttacks #Fransa https://t.co/3Wue…,0
RT @adnanturkkan: Işte o konser salonu! Teröristler ellerinde uzun namlulu silahlarla salonu taradı #ParisAttacks #Fransa https://t.co/3Wue…,0
RT @Conflicts: PHOTO: French military deployed on the streets of #Paris as a large scale terror attack is taking place - @lepoint https://t…,1
RT @J0nDeFrance: L'armée déployée à Paris https://t.co/eyyZqIMevk,1
Attentats ah il reste deux militaires disponibles  à Paris https://t.co/FjRT1SOUj5,1
RT @saserief: “@Conflicts:  French military deployed on the streets of #Paris  large scale terror attack taking place - @lepoint https://t.…,1
“@Conflicts:  French military deployed on the streets of #Paris  large scale terror attack taking place - @lepoint https://t.co/v3DyDzjGzS”,1
L'armée déployée à Paris https://t.co/eyyZqIMevk,1
PHOTO: French military deployed on the streets of #Paris as a large scale terror attack is taking place - @lepoint https://t.co/ETe0fZW61f,1
RT @GerryHassan: This is the image &amp; reality terrorists want to see as everyday life. We are NOT at war. #ParisAttacks https://t.co/N3zDg58…,1
Army on the streets #Paris https://t.co/GfVRs1Kzyr,1
This is the image &amp; reality terrorists want to see as everyday life. We are NOT at war. #ParisAttacks https://t.co/N3zDg58j28,1
French military on the streets of #paris as the cowardly religious scum terrorists wreak death and destruction.. https://t.co/BnJNEjXUy2,1
RT @LaMutine: Attentats ah il reste deux militaires disponibles  à Paris https://t.co/FjRT1SOUj5,1
"RT tangiblej: ""RT Conflicts: PHOTO: French military deployed on the streets of #Paris as a large scale terror atta… https://t.co/JVrZtEe72v""",1
domdyer70: RT Conflicts: PHOTO: French military deployed on the streets of #Paris as a large scale terror attack i… https://t.co/dN5oIlbBIu,1
RT @Conflicts: PHOTO: French military deployed on the streets of #Paris as a large scale terror attack - @lepoint https://t.co/81QEM6wQpW,1
RT @sylvainbohrer: Des corps étendus au 10 rue Charonne. Des draps sont jetés par les fenêtres pr couvrir les corps  #fusillade #Paris http…,1
Des corps étendus au 10 rue Charonne. Des draps sont jetés par les fenêtres pr couvrir les corps  #fusillade #Paris https://t.co/dMyZOLahBF,1
Des corps étendus au 10 rue Charonne. Des draps sont jetés par les fenêtres pr couvrir les corps  #fusillade #Paris https://t.co/0GeQ1SNfij,1
RT @RT_com: BREAKING: @FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/zgDNuxWusS https://t.co/d2bMm4Iy…,1
BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/VFUdA4GQcf https://t.co/SKFTtlNbzU,1
n_izzah: RT RT_com: BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan … https://t.co/T9a12hhB5H,1
RT @PB_Prathamesh_B: BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/sAqEoSrxNE https://t.co/…,1
RT_com: BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/8WPmZ1a7WL https://t.co/27KXOUJpCY …,1
BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/sAqEoSrxNE https://t.co/EmoRlTKfAh,1
BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/flrRrUBd3R https://t.co/PlLAD8EFrE,1
BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/edzwnJvmiB https://t.co/d8sUyyhfPy,1
RT_com: BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/T72zplrRyO https://t.co/I4LZI1dYcg,1
RT_com: BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/Uu6lyvQ4Gc https://t.co/zQD4DZ1GXv,1
BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/XVlMOBoTWK https://t.co/oANRaj7vvi,1
BREAKING: FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/Ath11R6kHv https://t.co/TLG6VHPhEU\n\n— RT (R…,1
BREAKING: @FRANCE24 reports at least 60 hostages at #Paris concert hall #Bataclan https://t.co/zgDNuxWusS https://t.co/d2bMm4Iy2D,1
RT @Reuters: LIVE VIDEO: #Paris under attack. https://t.co/xsdu8nohIu https://t.co/nI396xpAUZ,1
RT: @reuters :LIVE VIDEO: #Paris under attack. https://t.co/xH5itFKxjp https://t.co/EE0PaV2kuv,1
Reuters: LIVE VIDEO: #Paris under attack. https://t.co/zGBEzt49Pb https://t.co/7y67p479Th,1
Reuters: LIVE VIDEO: #Paris under attack.  https://t.co/HVlgVoyED6:    Reuters Top News        ✔ ... https://t.co/KzSlnHkN9w #SriLanka,1
Rt @Reuters LIVE VIDEO: #Paris under attack. https://t.co/7Y0JhqZpNT https://t.co/F20Xjd1Yrj,1
"RT Reuters ""LIVE VIDEO: #Paris under attack. https://t.co/v5e1V0lZvo https://t.co/5Tx9NY7DyN""",1
#Reuters LIVE VIDEO: #Paris under attack. https://t.co/dMvRY5HwEL https://t.co/iaYnfMDeqb,1
LIVE VIDEO: #Paris under attack. https://t.co/z4gMhz2o2H  https://t.co/BGZVFMNRtG,1
#news LIVE VIDEO: #Paris under attack. https://t.co/kxPoWshWL8 https://t.co/sNo34dGQSe,1
LIVE VIDEO: #Paris under attack. https://t.co/QQXZV0iYBl https://t.co/JTxpAuZWB6,1
Reuters: LIVE VIDEO: #Paris under attack. https://t.co/pCSCOof74L https://t.co/zMw6s0neAb,1
“@Reuters: LIVE VIDEO: #Paris under attack. https://t.co/ltJHOMiplp https://t.co/Xr5DKH7JJy”,1
Reuters: LIVE VIDEO: #Paris under attack. https://t.co/xuO64OK4cJ https://t.co/pNR1Wi7TzJ,1
gotadetinta: RT Reuters: LIVE VIDEO: #Paris under attack. https://t.co/ZyDIob3tXE https://t.co/OIgRM7WYhT,1
#France RT @Reuters: LIVE VIDEO: #Paris under attack. https://t.co/ko22f6N1EZ https://t.co/RjoqsxDeOF,1
LIVE VIDEO: #Paris under attack. https://t.co/0K8JHFfhJ7 https://t.co/YKO1wdmkqs,1
LIVE VIDEO: #Paris under attack. https://t.co/1EDXZbCVnt https://t.co/4JPhlCMqT3 #breaking #news,1
LIVE VIDEO: #Paris under attack. https://t.co/xsdu8nohIu https://t.co/nI396xpAUZ,1
RT Reuters: LIVE VIDEO: #Paris under attack. https://t.co/AcSG5q1cwo https://t.co/ScED0BGdrH by .isaranjuez,1
LIVE VIDEO: #Paris under attack. https://t.co/N1iU0gUKOK https://t.co/wIGNG2QNLd (via @Reuters),1
RT @RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/zgDNuxWusS https://t.co/DSltuWOGrU,1
Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/4T4xV9FseE https://t.co/Q1VCYI4QKi,1
RT: rt_com :MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/F2mp0Qg0jc https://t.co/zCYOuYVsZR #wkwk,1
RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/8WPmZ1a7WL https://t.co/RI6dZjUUVb #News,1
RT @France__Actu: Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/tZSi3nr7DY,1
MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/sAqEoSrxNE https://t.co/wpyIPr8oJ5,1
MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/flrRrUBd3R https://t.co/stZPxyW1PV,1
MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/edzwnJvmiB https://t.co/uG2tPPynaa,1
Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/tZSi3nr7DY,1
RT: @rt_com :MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/eNHMO0zeBC https://t.co/USGQSEPzDT,1
"@RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/y7P3ZsZ05F https://t.co/JTGQiqn2Wj #ISIS?,",1
RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/Uu6lyvQ4Gc https://t.co/JYVthfbhjp,1
itele: Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/xCLkzs7Q9M,1
MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/Ath11R6kHv https://t.co/IygTqu8mk8\n\n— RT (RT_com) No…,1
RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/T72zplrRyO https://t.co/pDtIIkjO9R,1
@RT_com: MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/Wfzr7wit4f https://t.co/nkeh9Rcyc4,1
MORE: Police say explosion also took place in a bar bear #Paris stadium https://t.co/zgDNuxWusS https://t.co/DSltuWOGrU,1
Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/8qARbKRpmQ,1
Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/ZlhgcDOG85,1
Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/lAoLN5ZJS6,1
"RT @ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, @BrianRoss reports https://t.co/RXccDf5dJR https://t.co/H…",1
"LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports https://t.co/YgHs0TWRaF https://t.co/LhtZw6Qw7j",1
"abc4utah: RT ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/fqeo6Oz5lt",1
"#ABC LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/1RTZ4gnzJC",1
RT @ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held https://t.co/aSq8pKt0rz https://t.co/abg0LXZnSD,1
"#news LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/0NwQohVMso",1
"LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, @BrianRoss reports https://t.co/RXccDf5dJR https://t.co/HDRa5hUz50",1
"wsoctv: RT ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/UtAwDV8gvE",1
"RT ABC: LATEST: 'Ongoing situation' in Paris; as many as 60 hostages being held, BrianRoss reports … https://t.co/9hse8t7ilU",1
RT @Breaking3zero: Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/TjGboZsiV3,1
RT @itele: Attaques multiples à #Paris &gt; au moins 18 morts (préfecture de police) https://t.co/lAoLN5ZJS6,1
RT @isaranjuez: .@Breaking3zero: Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/qSRviwsVR0,1
.Breaking3zero: Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/xlomPUjPeb by .isaranjuez,1
RT Breaking3zero: Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/zNWZimzTA4 #suisse #éco,1
Isaranjuez: .Breaking3zero: Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/OvVaWL1nMi,1
RT @GarsDesVues: 😱 RT @Breaking3zero: Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/XgrYtat2kh,1
.@Breaking3zero: Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/qSRviwsVR0,1
RT @lumworld: Shootings in #Paris: 30 dead reported so far  https://t.co/kVQVtbhyuF https://t.co/eIXFfW2NhW via @Breaking3zero,1
RT @MariePobemer: RT @Breaking3zero: Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/4Gjyc75r1b,1
Shootings in #Paris: 30 dead reported so far  https://t.co/kVQVtbhyuF https://t.co/eIXFfW2NhW via @Breaking3zero,1
😱 RT @Breaking3zero: Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/XgrYtat2kh,1
RT @Breaking3zero: Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/4Gjyc75r1b,1
Fusillades de #Paris : bilan provisoire de 30 morts (AFP) https://t.co/TjGboZsiV3,1
"RT @Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/fTS4o8BS8J https://t.co/059SNCKles",1
"Qué mal RT @Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/qb0XbWLsyq https://t.co/5g7PfjzPlk",1
"RT @encolere75: ""@Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/V4anyCDpLJ https://t.co/JDz0VE…",1
"#Actu 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/gKrgCCITqk https://t.co/SZZzNo6gAG",1
"RT @pepvilar: 18 muertos en #Paris @Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. https://t.co/4JYtElhlo7 https://t.co/mxd0i…",1
"RT @gpn10000: Paris @Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/0XL0p49oSr https://t.co/qZl…",1
"🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/j2FYSROsEG https://t.co/VGWFsWCcia #infloodwetrust",1
"@Le_Figaro: Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/jHswyTBAsN https://t.co/0aqtlTc86H/@enriquevp",1
"@Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/SjCqYdsJRH https://t.co/tYOgW4BqOd",1
"Paris @Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/0XL0p49oSr https://t.co/qZlv5sMkxG",1
"RT @Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/7rtOti5KZf https://t.co/cL9kR30LXK",1
"Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/UT8MOTFZgz https://t.co/oil6xvj3mr",1
"Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/2HhIMHxT9H  https://t.co/KmqwYFoxzR",1
"@Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/V4anyCDpLJ https://t.co/JDz0VEuwG9",1
"18 muertos en #Paris @Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. https://t.co/4JYtElhlo7 https://t.co/mxd0ioMJUK",1
"RT @Le_Figaro: 🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/84v6zqBnvc https://t.co/68tGCUupAg",1
"🔴 Au moins 18 morts, selon les forces de l'ordre. #Paris #shooting https://t.co/fTS4o8BS8J https://t.co/059SNCKles",1
"RT @CNN: Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/WhF7B9bf0l https://t.co/gXsehdAvUH",1
"CNN: Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/SWYI6DSUYi https://t.co/TyStjJXTAP",1
Terror grips #Paris in night of attacks; hostages are being held in theater. https://t.co/zdyVt3vofl https://t.co/7ovpXd8eY8,1
"RT @CNN: Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/ZW14PQyJc6 https://t.co/cMshgQsCAY",1
"Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/WhF7B9bf0l https://t.co/gXsehdAvUH",1
"CNN: Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/9koFKra8H3 https://t.co/lQ09poPGAA",1
"CNN: Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/9koFKra8H3 https://t.co/lQ09poPGAA …",1
"(via https://t.co/ZOtA3QU9qC ) CNN: Terror grips #Paris in night of attacks; hostages being held in theater, poli… https://t.co/UKKjjzUsQE",1
"#news Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/hEu9HuIQeo https://t.co/ol15AzYDks",1
RT @TheHappyKipper: FRANCE NEEDS OUR PRAYERS TONIGHT.\n\nTHE PEOPLE OF PARIS AND TOURISTS ARE INNOCENT VICTIMS OF A SICK ISLAMIC CULT. https:…,1
"Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/wlXAJvDJUn https://t.co/tPDlKVMbIa VIA @CNN",1
"Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/5X9tXq1ceS https://t.co/t362lEPjxx",1
"Beatrizxy: RT CNN: Terror grips #Paris in night of attacks; hostages being held in theater, police say … https://t.co/J0StWDbCh1",1
FRANCE NEEDS OUR PRAYERS TONIGHT.\n\nTHE PEOPLE OF PARIS AND TOURISTS ARE INNOCENT VICTIMS OF A SICK ISLAMIC CULT. https://t.co/d47u6t5DjZ,1
#USAfricaBF Notice: Terror grips #Paris in night of attacks; hostages being held in theate… https://t.co/2Io6AwY9J0 https://t.co/JBjG6FfEgR,1
"Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/vnl6axaysX https://t.co/8PAVtu5Cbi",1
"#CNN Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/D7BYG4O9AM https://t.co/roF8QkAns0",1
"Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/lWGABgaB7S https://t.co/HFFHUUajr9",1
"@CNN: Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/Be7E0KyC6z https://t.co/IJbWGAVRrn",1
"RT @ia_diego: CNN: Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/9koFKra8H3 https://t.co…",1
"Our hearts go all to #Paris in night of attacks; hostages being held in theater, police say https://t.co/6lqIOmxCcN https://t.co/hCwj5PGuSm",1
"60 dead in #Paris in night of terrorist attacks; hostages being held in theater, police say https://t.co/MoBWPQsahv https://t.co/QW3ufCjJEB",1
Hoping all friends are safe&amp;sound- so crazy https://t.co/nrucwHRBi4 https://t.co/JDQCub9W8c,1
"CNN: Terror grips #Paris in night of attacks; hostages being held in theater, police say https://t.co/gTRqctIswm https://t.co/3cjLauBoPt …",1
Strongly condemn the terror attacks in Paris!  https://t.co/qUpzJFp8ow https://t.co/QXGoWm9mng #Paris #terrorattacks,1
#ISIS put up a pic of one of the 7 suicide bomber who did #ParisAttacks a man wears Sikh's turban &amp; carries Quran!! https://t.co/107FNLvr3T,0
"#ISIS suicide bomber wears Sikh turban &amp; EMAMi fairness cream.Only for he carries Quran,He's a Muslim #ParisAttacks https://t.co/3eEshkhZ5h",0
"RT @ajplus: #BREAKING: French police report at least 26 dead, possibly 60 held hostage in Bataclan concert hall in Paris. https://t.co/jkd0…",1
"#BREAKING: French police report at least 26 dead, possibly 60 held hostage in Bataclan concert hall in Paris. https://t.co/jkd0iM6MxP",1
RT @BFMTV: ALERTE INFO - Paris: plusieurs attaques font au moins 18 morts https://t.co/osO7eKvwGZ https://t.co/MzPy2uWDRH,1
Paris: plusieurs attaques font au moins 18 morts https://t.co/T8PxFbbxLB https://t.co/5dvQWs0kWv .,1
ALERTE INFO - Paris: plusieurs attaques font au moins 18 morts https://t.co/GgcGQuPgHi https://t.co/Z6qGdlsSit #infloodwetrust,1
ALERTE INFO - Paris: plusieurs attaques font au moins 18 morts https://t.co/osO7eKvwGZ https://t.co/MzPy2uWDRH,1
RT @coslive: BREAKING: Terrorists reportedly take 60 hostages at Eagles of Death Metal concert in Paris https://t.co/RcruCqJ5K1 https://t.c…,1
RT @hairydel: Terrorists reportedly take 60 hostages at Eagles of Death Metal concert in Paris https://t.co/APa6IOx1uE https://t.co/mDi16uw…,1
RT @Stuart_Hepburn: RT @coslive: BREAKING:Terrorists take 60 hostages at Eagles of Death Metal concert in Paris https://t.co/rKKtah9U77 htt…,1
RT @coslive: BREAKING:Terrorists take 60 hostages at Eagles of Death Metal concert in Paris https://t.co/rKKtah9U77 https://t.co/UGzfUDgj7N,1
Terrorists reportedly take 60 hostages at Eagles of Death Metal concert in Paris https://t.co/APa6IOx1uE https://t.co/mDi16uwcyG,1
BREAKING: Terrorists reportedly take 60 hostages at Eagles of Death Metal concert in Paris https://t.co/RcruCqJ5K1 https://t.co/Nw3smGDqYt,1
"RT @Telegraph: Paris: ""The men came in and started shooting. Everyone fell to the ground. It was hell."" https://t.co/UF8vshcCrk https://t.c…",1
"_RT_ Telegraph: Paris: ""The men came in and started shooting. Everyone fell to the ground. It was hell."" … https://t.co/EZNzkTrqCd",1
"Paris: ""The men came in and started shooting. Everyone fell to the ground. It was hell."" https://t.co/UF8vshcCrk https://t.co/6JIIvGee8C",1
RT @jamietarabay: The lights of the Eiffel Tower are out in honor of the victims of the #ParisAttacks https://t.co/tZ69ciNJ5T,0
The lights of the Eiffel Tower are out in honor of the victims of the #ParisAttacks https://t.co/tZ69ciNJ5T,0
Somber scene in Paris.  https://t.co/0FPEJJkZqT,0
#paris U.S. is with you tonight.. https://t.co/stFVMes7iR,0
What a ghostly image. #Paris  https://t.co/34lT3PlQxF,0
"This is the saddest thing I've ever seen, keep shining bright Paris https://t.co/Us1rbImCxu",0
"So weird, so strong. To see the Eiffel Tower like that means a lot for me. #Paris City of Lights is in pain today https://t.co/DjbHFGocQn",0
Praying for #Paris  https://t.co/uNXQeNdpAq,0
RT @Dmiloff: Praying for #Paris  https://t.co/uNXQeNdpAq,0
"RT @actuphoto: Manu Wino a eu le temps de photographier le rock, la vie, la joie avant la mort https://t.co/2RMDaVwMzO #Bataclan https://t.…",1
RT @lesinrocks: Emmanuel Wino: “J’ai eu envie qu’on se souvienne des sourires et du rock”\n https://t.co/wOq3OY1ond https://t.co/bUX73pGhWZ,1
RT @lesinrocks: Bataclan: “J’ai eu envie qu’on se souvienne des sourires et du rock”\nhttps://t.co/wOq3OY1ond https://t.co/IACSGBs3Fc,1
"RT @actuphoto: Manu Wino a eu le temps de photographier le rock, la vie, la joie avant la mort https://t.co/2RMDaVwMzO #Bataclan https://t.…",1
RT @20Minutes: [EN IMAGES] Bataclan: Les photos du concert des Eagles Of Death Metal https://t.co/aUyw3OJRKS #ParisAttacks https://t.co/6zn…,1
RT @morvan: Photographer @ManuWino sharing photos of EODM show at Paris Bataclan before the attack https://t.co/RPuNLnuube #life https://t.…,1
RT @lesinrocks: Bataclan: “J’ai eu envie qu’on se souvienne des sourires et du rock”\nhttps://t.co/wOq3OY1ond https://t.co/IACSGBs3Fc,1
RT @morvan: Photographer @ManuWino sharing photos of EODM show at Paris Bataclan before the attack https://t.co/RPuNLnuube #life https://t.…,1
One instant before.\nParis. Le Bataclan. Nov.13.2015\nI will only recall these smiles. #lifeforever https://t.co/KC7pWcgun3,1
"RT @actuphoto: Manu Wino a eu le temps de photographier le rock, la vie, la joie avant la mort https://t.co/2RMDaVwMzO #Bataclan https://t.…",1
"RT @lesinrocks: Malgré le deuil et la tristesse, il faut continuer à jouer\n https://t.co/ACF6dsZqna par @AzzedineFall https://t.co/DxL00dCE…",1
RT @Maradan: Un photographe publie les images du concert du 13.11. Moments de joie juste avant de drame https://t.co/sjBSGFLtgi https://t.c…,1
RT @BFMTV: Le prêtre qui avait comparé les victimes du Bataclan aux jihadistes a été sanctionné\nhttps://t.co/YlXFLZj1Hk https://t.co/3WsMMj…,1
RT @jeremo12: Le #Bataclan juste avant le drame. Voilà ce que nous devons garder en mémoire. #ParisAttacks https://t.co/4XBcpNt2Mx,1
RT @Cecilia_Wldrf: Ces gens n'étaient qu'Amour. Diffusez ces sourires plutôt que ces horribles images de cadavres #JeSuisParis #EODM 🙏🏻 htt…,1
"RT @lesinrocks: Malgré le deuil et la tristesse, il faut continuer à jouer\n https://t.co/ACF6dth1LK par @AzzedineFall https://t.co/VyyXs9te…",1
"RT @Dimitripiot: Vivons libre…Eagles of Death Metal Live at #Bataclan , #Paris 13 novembre 2015  © @ManuWino https://t.co/f9ecmZe0cT",1
https://t.co/Mx6GKPOOOG,1
