post_text,label
RT @Earth_Post: Thoughts and prayers with all in Paris today. Stay Strong! http://t.co/bqr8NiNEHl,1
RT @Bipartisanism: There is nothing more beautiful than when us humans come together to fight hate.  #ParisShooting #CharlieHedbo http://t.…,1
RT @Kon__K: Brilliant. \n\nParis right now. \n\nFreedom of speech cannot be silenced.\n\n#CharlieHebdo #jesusischarlie Photo via @AP http://t.co/…,1
RT @TheRyanAdams: #JeSuisCharlie http://t.co/n2vu6SsUwW,1
"RT @vittoriozucconi: Nessun fanatico, nessun esaltato, nessun assassino, nessun piazzista di odio spegnerà mai la luce nella Ville Lumière …",1
A #Parigi in piazza per la #libertà! #NotAfraid #JeSuisCharlie http://t.co/MNn4rCiGrE,1
RT @LDN: Paris last night #CharlieHebdo http://t.co/A0dFfVeXgO http://t.co/U9KRpunDiW,1
RT @mark_carrigan: Genuinely inspiring http://t.co/9CEwsmw4ij” #JeSuisCharlie,1
RT @mark_carrigan: Genuinely inspiring http://t.co/9CEwsmw4ij” #JeSuisCharlie,1
RT @rahafharfoush: We are not afraid #Republique #JeSuisCharlie http://t.co/3pze6p7vCi,1
RT @rahafharfoush: We are not afraid #Republique #JeSuisCharlie http://t.co/3pze6p7vCi,1
