post_text,label
#Retweet this pic please. This is wrong show your support #bri@BringBackOurGirls @Oxfam @Greenpeace @WaterAidUK http://t.co/NZcNYQ6TkH,0
Bringbackourgirls http://t.co/5xsckysbBm,0
"BringBackOurGirls,,take ur Boitys ur Minnies and ur Bonangs,,, http://t.co/ZgXvpOiIv0",0
My buddies#nigerianArmy#counter terrorist special forces#Sambisa forest#rescueMission#BringBackOurGirls http://t.co/Bbhz05V7DE,0
Bringbackourgirls http://t.co/Fhq62jeLTu,0
#BringBackOurGirls #BringBackOurGirls#BringBackOurGirls #BringBackAllOfThem #BringOurGirlsBack http://t.co/dYcAQRj1cI,0
Bringbackourgirls http://t.co/aOoErAwBgo,0
Bringbackourgirls... http://t.co/STbT7FqyZz,0
Bringbackourgirls#sisters#daughters http://t.co/sYqoqtoIkL,0
"A woman whose face Appear in \""BringBackOurGirls\"" campaign online is not Nigerian \nhttp://t.co/lzLYzvRmgO http://t.co/2ocnEKj8eq",0
Bringbackourgirls #234 http://t.co/bg9pBJ4RWs,0
Everyday tears of pain roll down their eyes for their loving children.@BringBackOurGirls pls. http://t.co/hKGYSUbHf2,0
We are praying for missing children in the USA and all over the world!# bringbackourgirls http://t.co/lmFdvahjwp,0
BRINGBACKOURGIRLS :( http://t.co/0Efm7zOiuf,0
#Retweet this pic please. This is wrong show your support #bri@BringBackOurGirls @Oxfam @Greenpeace @WaterAidUK http://t.co/NZcNYQ6TkH,0
"@Ken5thAve,gudmon. I am going to make it#vision#faith#hustle#plsJoinMe#PrayerForNigeria#BringBackOurGirls#tnx http://t.co/9i3lUSKIu8",0
"BringBackOurGirls Please, We want them back home with their families #Onelove!!! http://t.co/teFUu7W1t4 http://t.co/3rS3IltW2c",0
RT:Bringbackourgirls http://t.co/vWU0H43pWr,0
"Ya Allah you are aware of all their evil plans, intervene ya Allah!!!Bringbackourgirls!!! Allah ya isa masu☹ http://t.co/zAfzLDHNWJ",0
"“@Joselyn_Dumas: Dear God, please protect those girls, keep them safe #weneedamiracle#BringBackOurGirls” http://t.co/dsKjuddgqH",0
#BringBackOurGirls#BringBackOurGirls RT #BringOurGirlsBack 🙏 http://t.co/3zrwg3DTar,0
"RT: #BringBackOurGirls #BringBackOurGirls #BringBackOurGirls #BringBackOurGirls #BringBackOurGirls BringBackOurGirls http://t.co/6xn7LPJHTp\""",0
#BringBackOurGirls#BringBackOurGirls don't knw ur use on twitter if u can't RT this http://t.co/A2hSxvqhxS,0
@Simply_Thabiso #BringBackOurGirls#BringBackOurGirls #BringBackOurGirls #BringBackOurGirls #BringBackOurGirls http://t.co/BtujtYb1y8,0
#BringBackOurGirls #BringBackOurGirls#BringBackOurGirls  #BringBackOurGirls #BringBackOurGirls #BringBackOurGirls http://t.co/24W011el5P,0
Bringbackourgirls http://t.co/9dX0FHthAG,0
Bringbackourgirls http://t.co/i6VDGmMWhV,0
Any mother's biggest nightmare #prayer#bringbackourgirls http://t.co/cYkYObd4wr,0
"My Lord and my God, please protect those girls, keep them safe #weneedamiracle#BringBackOurGirls” http://t.co/8heNWwWhxM",0
BringBackOurGirls http://t.co/mfnULqeleH,0
Nigeria's committed &amp;patriotic troops in action to crush al Qaeda/BH terrorists of Sambisa to #BringBackOurGirls http://t.co/2oSrohPF3t,0
Nigeria's committed &amp;patriotic troops in action to #BringBackOurGirls. http://t.co/d0hqFcMeyK,0
“@abati1990: Nigeria's committed &amp;patriotic troops in action to #BringBackOurGirls. http://t.co/1lG9z1CvEo”\n\nAre the girls in a river now?,0
Nigeria's committed &amp;patriotic troops in action to #BringBackOurGirls. http://t.co/5WDhbc9EXO,0
.@abati1990: Nigeria's committed &amp; patriotic troops in action to #BringBackOurGirls. http://t.co/552b4UpWS8”  Support them,0
"'...troops IN ACTION...' RT @abati1990: Nigeria's committed &amp;amp;patriotic troops in action to #BringBackOurGirls. http://t.co/bQffDcDRdl\""",0
"#GodblessNigArmy \""@abati1990: Nigeria's committed #&amp;patriotic troops in action to #BringBackOurGirls. http://t.co/vRjsRH8hGC\""",0
"And wat quota ve u contributed?@abati1990: Nigeria's committed &amp;patriotic troops in action to #BringBackOurGirls. http://t.co/pi258lYWMu\""",0
"\""@abati1990: Nigeria's committed &amp;patriotic troops in action to #BringBackOurGirls. http://t.co/WN0K4vEbv9\"" won ku ise, Oloun a ran won lowo",0
Where is this?! Terrain in doubt RT @abati1990 Nigeria's committed &amp;patriotic troops in action to #BringBackOurGirls. http://t.co/VcD5ReoKSn,0
“@abati1990: Nigeria's committed &amp;patriotic troops in action to #BringBackOurGirls. http://t.co/h4khdEjZ24” Swamp in Chibok? @trueNija,0
"In Borno/Yobe/Lake Chad?? RT \""@abati1990: Nigeria's committed &amp;patriotic troops in action to #BringBackOurGirls. http://t.co/hO8nSiJpJH\""",0
"God bless these patriots! \""@abati1990: Nigeria's committed &amp;patriotic troops in action to #BringBackOurGirls. http://t.co/AUOJNVYej0\""",0
Nigeria's committed &amp;patriotic troops in the N/East to engage al Qaeda/terrorists of Sambisa to #BringBackOurGirls http://t.co/BOJQKoH2hg,0
Nigeria's committed &amp;patriotic troops  ready to engage al Qaeda/terrorists of Sambisa to #BringBackOurGirls http://t.co/hztzMv7Zoa,0
